priority,score,system,year,project_document,why_it_matters,captures,unique_versions,mime_type,original,archive_exact,archive_history
MEDIUM,4,Budget / Finance,2025,2002 CAFR.pdf,review category; financial/project keyword; document/PDF,4,1,application/pdf,https://www.copperascovetx.gov/files/finance/reports/cafr/2002_CAFR.pdf,https://web.archive.org/web/20250203005915/https://www.copperascovetx.gov/files/finance/reports/cafr/2002_CAFR.pdf,https://web.archive.org/web/*/https://www.copperascovetx.gov/files/finance/reports/cafr/2002_CAFR.pdf
MEDIUM,4,Budget / Finance,2025,2003.pdf,review category; financial/project keyword; document/PDF,4,1,application/pdf,https://www.copperascovetx.gov/files/finance/unclaimed_property/2003.pdf,https://web.archive.org/web/20250210153123/https://www.copperascovetx.gov/files/finance/unclaimed_property/2003.pdf,https://web.archive.org/web/*/https://www.copperascovetx.gov/files/finance/unclaimed_property/2003.pdf
MEDIUM,4,Budget / Finance,2025,2004.pdf,review category; financial/project keyword; document/PDF,5,1,application/pdf,https://www.copperascovetx.gov/files/finance/unclaimed_property/2004.pdf,https://web.archive.org/web/20250718190253/https://www.copperascovetx.gov/files/finance/unclaimed_property/2004.pdf,https://web.archive.org/web/*/https://www.copperascovetx.gov/files/finance/unclaimed_property/2004.pdf
MEDIUM,4,Budget / Finance,2025,2005.pdf,review category; financial/project keyword; document/PDF,6,1,application/pdf,https://www.copperascovetx.gov/files/finance/unclaimed_property/2005.pdf,https://web.archive.org/web/20250718200728/https://www.copperascovetx.gov/files/finance/unclaimed_property/2005.pdf,https://web.archive.org/web/*/https://www.copperascovetx.gov/files/finance/unclaimed_property/2005.pdf
MEDIUM,4,Budget / Finance,2025,2006.pdf,review category; financial/project keyword; document/PDF,6,1,application/pdf,https://www.copperascovetx.gov/files/finance/unclaimed_property/2006.pdf,https://web.archive.org/web/20250718192625/https://www.copperascovetx.gov/files/finance/unclaimed_property/2006.pdf,https://web.archive.org/web/*/https://www.copperascovetx.gov/files/finance/unclaimed_property/2006.pdf
MEDIUM,4,Budget / Finance,2025,2007.pdf,review category; financial/project keyword; document/PDF,4,1,application/pdf,https://www.copperascovetx.gov/files/finance/house_bill_3693/2007.pdf,https://web.archive.org/web/20250327003438/https://www.copperascovetx.gov/files/finance/house_bill_3693/2007.pdf,https://web.archive.org/web/*/https://www.copperascovetx.gov/files/finance/house_bill_3693/2007.pdf
MEDIUM,4,Budget / Finance,2025,2007.pdf,review category; financial/project keyword; document/PDF,6,1,application/pdf,https://www.copperascovetx.gov/files/finance/unclaimed_property/2007.pdf,https://web.archive.org/web/20250718202810/https://www.copperascovetx.gov/files/finance/unclaimed_property/2007.pdf,https://web.archive.org/web/*/https://www.copperascovetx.gov/files/finance/unclaimed_property/2007.pdf
MEDIUM,4,Budget / Finance,2025,2008 09.pdf,review category; financial/project keyword; document/PDF,5,1,application/pdf,https://www.copperascovetx.gov/files/finance/unclaimed_property/2008-09.pdf,https://web.archive.org/web/20250718191210/https://www.copperascovetx.gov/files/finance/unclaimed_property/2008-09.pdf,https://web.archive.org/web/*/https://www.copperascovetx.gov/files/finance/unclaimed_property/2008-09.pdf
MEDIUM,4,Budget / Finance,2025,2008.pdf,review category; financial/project keyword; document/PDF,4,1,application/pdf,https://www.copperascovetx.gov/files/finance/house_bill_3693/2008.pdf,https://web.archive.org/web/20250327010825/https://www.copperascovetx.gov/files/finance/house_bill_3693/2008.pdf,https://web.archive.org/web/*/https://www.copperascovetx.gov/files/finance/house_bill_3693/2008.pdf
MEDIUM,4,Budget / Finance,2025,2009 10.pdf,review category; financial/project keyword; document/PDF,6,1,application/pdf,https://www.copperascovetx.gov/files/finance/unclaimed_property/2009-10.pdf,https://web.archive.org/web/20250718203818/https://www.copperascovetx.gov/files/finance/unclaimed_property/2009-10.pdf,https://web.archive.org/web/*/https://www.copperascovetx.gov/files/finance/unclaimed_property/2009-10.pdf
MEDIUM,4,Budget / Finance,2025,2009 CAFR.pdf,review category; financial/project keyword; document/PDF,4,1,application/pdf,https://www.copperascovetx.gov/files/finance/reports/cafr/2009_CAFR.pdf,https://web.archive.org/web/20250203005630/https://www.copperascovetx.gov/files/finance/reports/cafr/2009_CAFR.pdf,https://web.archive.org/web/*/https://www.copperascovetx.gov/files/finance/reports/cafr/2009_CAFR.pdf
MEDIUM,4,Budget / Finance,2025,2009.pdf,review category; financial/project keyword; document/PDF,5,1,application/pdf,https://www.copperascovetx.gov/files/finance/house_bill_3693/2009.pdf,https://web.archive.org/web/20250326234853/https://www.copperascovetx.gov/files/finance/house_bill_3693/2009.pdf,https://web.archive.org/web/*/https://www.copperascovetx.gov/files/finance/house_bill_3693/2009.pdf
MEDIUM,4,Budget / Finance,2025,2010.pdf,review category; financial/project keyword; document/PDF,5,1,application/pdf,https://www.copperascovetx.gov/files/finance/house_bill_3693/2010.pdf,https://web.archive.org/web/20250327011744/https://www.copperascovetx.gov/files/finance/house_bill_3693/2010.pdf,https://web.archive.org/web/*/https://www.copperascovetx.gov/files/finance/house_bill_3693/2010.pdf
MEDIUM,4,Budget / Finance,2025,2011.pdf,review category; financial/project keyword; document/PDF,5,1,application/pdf,https://www.copperascovetx.gov/files/finance/house_bill_3693/2011.pdf,https://web.archive.org/web/20250326235321/https://www.copperascovetx.gov/files/finance/house_bill_3693/2011.pdf,https://web.archive.org/web/*/https://www.copperascovetx.gov/files/finance/house_bill_3693/2011.pdf
MEDIUM,4,Budget / Finance,2025,2012.pdf,review category; financial/project keyword; document/PDF,4,1,application/pdf,https://www.copperascovetx.gov/files/finance/house_bill_3693/2012.pdf,https://web.archive.org/web/20250327003027/https://www.copperascovetx.gov/files/finance/house_bill_3693/2012.pdf,https://web.archive.org/web/*/https://www.copperascovetx.gov/files/finance/house_bill_3693/2012.pdf
MEDIUM,4,Budget / Finance,2025,2013.pdf,review category; financial/project keyword; document/PDF,4,1,application/pdf,https://www.copperascovetx.gov/files/finance/house_bill_3693/2013.pdf,https://web.archive.org/web/20250327010403/https://www.copperascovetx.gov/files/finance/house_bill_3693/2013.pdf,https://web.archive.org/web/*/https://www.copperascovetx.gov/files/finance/house_bill_3693/2013.pdf
MEDIUM,4,Budget / Finance,2025,2014.pdf,review category; financial/project keyword; document/PDF,5,1,application/pdf,https://www.copperascovetx.gov/files/finance/house_bill_3693/2014.pdf,https://web.archive.org/web/20250326234126/https://www.copperascovetx.gov/files/finance/house_bill_3693/2014.pdf,https://web.archive.org/web/*/https://www.copperascovetx.gov/files/finance/house_bill_3693/2014.pdf
MEDIUM,4,Budget / Finance,2025,2015 23 Advanced Funding Agreement for the FM 116 Roadway Project PDF,review category; financial/project keyword; document/PDF,1,1,application/pdf,https://www.copperascovetx.gov/DocumentCenter/View/1161/2015-23-Advanced-Funding-Agreement-for-the-FM-116-Roadway-Project-PDF,https://web.archive.org/web/20250925212622/https://www.copperascovetx.gov/DocumentCenter/View/1161/2015-23-Advanced-Funding-Agreement-for-the-FM-116-Roadway-Project-PDF,https://web.archive.org/web/*/https://www.copperascovetx.gov/DocumentCenter/View/1161/2015-23-Advanced-Funding-Agreement-for-the-FM-116-Roadway-Project-PDF
MEDIUM,4,Budget / Finance,2025,2015 29 Close Out the Revolving Loan Fund PDF,review category; financial/project keyword; document/PDF,1,1,application/pdf,https://www.copperascovetx.gov/DocumentCenter/View/1166/2015-29-Close-Out-the-Revolving-Loan-Fund-PDF,https://web.archive.org/web/20250925210606/https://www.copperascovetx.gov/DocumentCenter/View/1166/2015-29-Close-Out-the-Revolving-Loan-Fund-PDF,https://web.archive.org/web/*/https://www.copperascovetx.gov/DocumentCenter/View/1166/2015-29-Close-Out-the-Revolving-Loan-Fund-PDF
MEDIUM,4,Budget / Finance,2025,2015 31 Approving the Investment Report for Quarter Ending December 31 2014 PDF,review category; financial/project keyword; document/PDF,1,1,application/pdf,https://www.copperascovetx.gov/DocumentCenter/View/1168/2015-31-Approving-the-Investment-Report-for-Quarter-Ending-December-31-2014-PDF,https://web.archive.org/web/20250926154752/https://www.copperascovetx.gov/DocumentCenter/View/1168/2015-31-Approving-the-Investment-Report-for-Quarter-Ending-December-31-2014-PDF,https://web.archive.org/web/*/https://www.copperascovetx.gov/DocumentCenter/View/1168/2015-31-Approving-the-Investment-Report-for-Quarter-Ending-December-31-2014-PDF
MEDIUM,4,Budget / Finance,2025,2015 35 Approving the Investment Report for Quarter Ending June 30 2015 PDF,review category; financial/project keyword; document/PDF,1,1,application/pdf,https://www.copperascovetx.gov/DocumentCenter/View/1172/2015-35-Approving-the-Investment-Report-for-Quarter-Ending-June-30-2015-PDF,https://web.archive.org/web/20250928144551/https://www.copperascovetx.gov/DocumentCenter/View/1172/2015-35-Approving-the-Investment-Report-for-Quarter-Ending-June-30-2015-PDF,https://web.archive.org/web/*/https://www.copperascovetx.gov/DocumentCenter/View/1172/2015-35-Approving-the-Investment-Report-for-Quarter-Ending-June-30-2015-PDF
MEDIUM,4,Budget / Finance,2025,2015 36 Adopting the Investment Policy and Investment Strategies PDF,review category; financial/project keyword; document/PDF,1,1,application/pdf,https://www.copperascovetx.gov/DocumentCenter/View/1173/2015-36-Adopting-the-Investment-Policy-and-Investment-Strategies-PDF,https://web.archive.org/web/20250925212232/https://www.copperascovetx.gov/DocumentCenter/View/1173/2015-36-Adopting-the-Investment-Policy-and-Investment-Strategies-PDF,https://web.archive.org/web/*/https://www.copperascovetx.gov/DocumentCenter/View/1173/2015-36-Adopting-the-Investment-Policy-and-Investment-Strategies-PDF
MEDIUM,4,Budget / Finance,2025,2015 38 Intent to Finance Expenditures Necessary for Planning Services PDF,review category; financial/project keyword; document/PDF,1,1,application/pdf,https://www.copperascovetx.gov/DocumentCenter/View/1175/2015-38-Intent-to-Finance-Expenditures-Necessary-for-Planning-Services-PDF,https://web.archive.org/web/20250925210032/https://www.copperascovetx.gov/DocumentCenter/View/1175/2015-38-Intent-to-Finance-Expenditures-Necessary-for-Planning-Services-PDF,https://web.archive.org/web/*/https://www.copperascovetx.gov/DocumentCenter/View/1175/2015-38-Intent-to-Finance-Expenditures-Necessary-for-Planning-Services-PDF
MEDIUM,4,Budget / Finance,2025,2015 41 Local Funding and Support of the Downtown Revitalization Sidewalk Project PDF,review category; financial/project keyword; document/PDF,1,1,application/pdf,https://www.copperascovetx.gov/DocumentCenter/View/1177/2015-41-Local-Funding-and-Support-of-the-Downtown-Revitalization-Sidewalk-Project-PDF,https://web.archive.org/web/20250925220057/https://www.copperascovetx.gov/DocumentCenter/View/1177/2015-41-Local-Funding-and-Support-of-the-Downtown-Revitalization-Sidewalk-Project-PDF,https://web.archive.org/web/*/https://www.copperascovetx.gov/DocumentCenter/View/1177/2015-41-Local-Funding-and-Support-of-the-Downtown-Revitalization-Sidewalk-Project-PDF
MEDIUM,4,Budget / Finance,2025,2015 44 Approving the Investment Report for Quarter Ending September 30 2015 PDF,review category; financial/project keyword; document/PDF,1,1,application/pdf,https://www.copperascovetx.gov/DocumentCenter/View/1179/2015-44-Approving-the-Investment-Report-for-Quarter-Ending-September-30-2015-PDF,https://web.archive.org/web/20250925210757/https://www.copperascovetx.gov/DocumentCenter/View/1179/2015-44-Approving-the-Investment-Report-for-Quarter-Ending-September-30-2015-PDF,https://web.archive.org/web/*/https://www.copperascovetx.gov/DocumentCenter/View/1179/2015-44-Approving-the-Investment-Report-for-Quarter-Ending-September-30-2015-PDF
MEDIUM,4,Budget / Finance,2025,2015 46 Supporting an Application for 2016 Housing Tax Credits PDF,review category; financial/project keyword; document/PDF,1,1,application/pdf,https://www.copperascovetx.gov/DocumentCenter/View/1181/2015-46-Supporting-an-Application-for-2016-Housing-Tax-Credits-PDF,https://web.archive.org/web/20250928110224/https://www.copperascovetx.gov/DocumentCenter/View/1181/2015-46-Supporting-an-Application-for-2016-Housing-Tax-Credits-PDF,https://web.archive.org/web/*/https://www.copperascovetx.gov/DocumentCenter/View/1181/2015-46-Supporting-an-Application-for-2016-Housing-Tax-Credits-PDF
MEDIUM,4,Budget / Finance,2025,2015.pdf,review category; financial/project keyword; document/PDF,5,1,application/pdf,https://www.copperascovetx.gov/files/finance/house_bill_3693/2015.pdf,https://web.archive.org/web/20250327002343/https://www.copperascovetx.gov/files/finance/house_bill_3693/2015.pdf,https://web.archive.org/web/*/https://www.copperascovetx.gov/files/finance/house_bill_3693/2015.pdf
MEDIUM,4,Budget / Finance,2025,2016 03 Approval for Advanced Funding and Landscape Agreement with TX Dot PDF,review category; financial/project keyword; document/PDF,1,1,application/pdf,https://www.copperascovetx.gov/DocumentCenter/View/1093/2016-03-Approval-for-Advanced-Funding-and-Landscape-Agreement-with-TX-Dot-PDF,https://web.archive.org/web/20250926170158/https://www.copperascovetx.gov/DocumentCenter/View/1093/2016-03-Approval-for-Advanced-Funding-and-Landscape-Agreement-with-TX-Dot-PDF,https://web.archive.org/web/*/https://www.copperascovetx.gov/DocumentCenter/View/1093/2016-03-Approval-for-Advanced-Funding-and-Landscape-Agreement-with-TX-Dot-PDF
MEDIUM,4,Budget / Finance,2025,2016 10 Agreement with Wheatland Investments Group PDF,review category; financial/project keyword; document/PDF,1,1,application/pdf,https://www.copperascovetx.gov/DocumentCenter/View/1100/2016-10-Agreement-with-Wheatland-Investments-Group-PDF,https://web.archive.org/web/20250925210945/https://www.copperascovetx.gov/DocumentCenter/View/1100/2016-10-Agreement-with-Wheatland-Investments-Group-PDF,https://web.archive.org/web/*/https://www.copperascovetx.gov/DocumentCenter/View/1100/2016-10-Agreement-with-Wheatland-Investments-Group-PDF
MEDIUM,4,Budget / Finance,2025,2016 15 May 5 2015 Advanced Funding Agreement Amendment PDF,review category; financial/project keyword; document/PDF,1,1,application/pdf,https://www.copperascovetx.gov/DocumentCenter/View/1105/2016-15-May-5-2015-Advanced-Funding-Agreement-Amendment-PDF,https://web.archive.org/web/20250925223546/https://www.copperascovetx.gov/DocumentCenter/View/1105/2016-15-May-5-2015-Advanced-Funding-Agreement-Amendment-PDF,https://web.archive.org/web/*/https://www.copperascovetx.gov/DocumentCenter/View/1105/2016-15-May-5-2015-Advanced-Funding-Agreement-Amendment-PDF
MEDIUM,4,Budget / Finance,2025,2016 31 Approving the Quarterly Investment Report Ending June 30 2016 PDF,review category; financial/project keyword; document/PDF,1,1,application/pdf,https://www.copperascovetx.gov/DocumentCenter/View/1116/2016-31-Approving-the-Quarterly-Investment-Report-Ending-June-30-2016-PDF,https://web.archive.org/web/20250925214640/https://www.copperascovetx.gov/DocumentCenter/View/1116/2016-31-Approving-the-Quarterly-Investment-Report-Ending-June-30-2016-PDF,https://web.archive.org/web/*/https://www.copperascovetx.gov/DocumentCenter/View/1116/2016-31-Approving-the-Quarterly-Investment-Report-Ending-June-30-2016-PDF
MEDIUM,4,Budget / Finance,2025,2016 36 Amend City Strategic Plan PDF,review category; financial/project keyword; document/PDF,1,1,application/pdf,https://www.copperascovetx.gov/DocumentCenter/View/1121/2016-36-Amend-City-Strategic-Plan-PDF,https://web.archive.org/web/20250928205858/https://www.copperascovetx.gov/DocumentCenter/View/1121/2016-36-Amend-City-Strategic-Plan-PDF,https://web.archive.org/web/*/https://www.copperascovetx.gov/DocumentCenter/View/1121/2016-36-Amend-City-Strategic-Plan-PDF
MEDIUM,4,Budget / Finance,2025,2016 37 Adopt Investment Policy and Strategies PDF,review category; financial/project keyword; document/PDF,1,1,application/pdf,https://www.copperascovetx.gov/DocumentCenter/View/1122/2016-37-Adopt-Investment-Policy-and-Strategies-PDF,https://web.archive.org/web/20250925214053/https://www.copperascovetx.gov/DocumentCenter/View/1122/2016-37-Adopt-Investment-Policy-and-Strategies-PDF,https://web.archive.org/web/*/https://www.copperascovetx.gov/DocumentCenter/View/1122/2016-37-Adopt-Investment-Policy-and-Strategies-PDF
MEDIUM,4,Budget / Finance,2025,2016 39 Ratifying Votes to Adopt Fiscal Year 2016 2017 Budget PDF,review category; financial/project keyword; document/PDF,1,1,application/pdf,https://www.copperascovetx.gov/DocumentCenter/View/1124/2016-39-Ratifying-Votes-to-Adopt-Fiscal-Year-2016-2017-Budget-PDF,https://web.archive.org/web/20250925233838/https://www.copperascovetx.gov/DocumentCenter/View/1124/2016-39-Ratifying-Votes-to-Adopt-Fiscal-Year-2016-2017-Budget-PDF,https://web.archive.org/web/*/https://www.copperascovetx.gov/DocumentCenter/View/1124/2016-39-Ratifying-Votes-to-Adopt-Fiscal-Year-2016-2017-Budget-PDF
MEDIUM,4,Budget / Finance,2025,2016 49 Approving the Quarterly Investment Report Ending September 30 2016 PDF,review category; financial/project keyword; document/PDF,1,1,application/pdf,https://www.copperascovetx.gov/DocumentCenter/View/1133/2016-49-Approving-the-Quarterly-Investment-Report-Ending-September-30-2016-PDF,https://web.archive.org/web/20250925213023/https://www.copperascovetx.gov/DocumentCenter/View/1133/2016-49-Approving-the-Quarterly-Investment-Report-Ending-September-30-2016-PDF,https://web.archive.org/web/*/https://www.copperascovetx.gov/DocumentCenter/View/1133/2016-49-Approving-the-Quarterly-Investment-Report-Ending-September-30-2016-PDF
MEDIUM,4,Budget / Finance,2025,2016 51 Canvass Votes for Adoption of Sales and Use Tax PDF,review category; financial/project keyword; document/PDF,1,1,application/pdf,https://www.copperascovetx.gov/DocumentCenter/View/1135/2016-51-Canvass-Votes-for-Adoption-of-Sales-and-Use-Tax-PDF,https://web.archive.org/web/20250928102418/https://www.copperascovetx.gov/DocumentCenter/View/1135/2016-51-Canvass-Votes-for-Adoption-of-Sales-and-Use-Tax-PDF,https://web.archive.org/web/*/https://www.copperascovetx.gov/DocumentCenter/View/1135/2016-51-Canvass-Votes-for-Adoption-of-Sales-and-Use-Tax-PDF
MEDIUM,4,Budget / Finance,2025,2016 FD Strategic Plan PDF,review category; financial/project keyword; document/PDF,1,1,application/pdf,https://www.copperascovetx.gov/DocumentCenter/View/2216/2016-FD-Strategic-Plan-PDF,https://web.archive.org/web/20250928182747/https://www.copperascovetx.gov/DocumentCenter/View/2216/2016-FD-Strategic-Plan-PDF,https://web.archive.org/web/*/https://www.copperascovetx.gov/DocumentCenter/View/2216/2016-FD-Strategic-Plan-PDF
MEDIUM,4,Budget / Finance,2025,2016 FD Strategic Plan.pdf,review category; financial/project keyword; document/PDF,3,1,application/pdf,https://www.copperascovetx.gov/files/fire/reports/2016%20FD%20Strategic%20Plan.pdf,https://web.archive.org/web/20250209235713/https://www.copperascovetx.gov/files/fire/reports/2016%20FD%20Strategic%20Plan.pdf,https://web.archive.org/web/*/https://www.copperascovetx.gov/files/fire/reports/2016%20FD%20Strategic%20Plan.pdf
MEDIUM,4,Budget / Finance,2025,2016.pdf,review category; financial/project keyword; document/PDF,4,1,application/pdf,https://www.copperascovetx.gov/files/finance/house_bill_3693/2016.pdf,https://web.archive.org/web/20250327005641/https://www.copperascovetx.gov/files/finance/house_bill_3693/2016.pdf,https://web.archive.org/web/*/https://www.copperascovetx.gov/files/finance/house_bill_3693/2016.pdf
MEDIUM,4,Budget / Finance,2025,2017 01 Agreement with Wheatland Investments Group PDF,review category; financial/project keyword; document/PDF,1,1,application/pdf,https://www.copperascovetx.gov/DocumentCenter/View/1047/2017-01-Agreement-with-Wheatland-Investments-Group-PDF,https://web.archive.org/web/20250927205721/https://www.copperascovetx.gov/DocumentCenter/View/1047/2017-01-Agreement-with-Wheatland-Investments-Group-PDF,https://web.archive.org/web/*/https://www.copperascovetx.gov/DocumentCenter/View/1047/2017-01-Agreement-with-Wheatland-Investments-Group-PDF
MEDIUM,4,Budget / Finance,2025,2017 02 Finance Expenditures for Parks Improvements and Street Equipment PDF,review category; financial/project keyword; document/PDF,1,1,application/pdf,https://www.copperascovetx.gov/DocumentCenter/View/1048/2017-02-Finance-Expenditures-for-Parks-Improvements-and-Street-Equipment-PDF,https://web.archive.org/web/20250928090600/https://www.copperascovetx.gov/DocumentCenter/View/1048/2017-02-Finance-Expenditures-for-Parks-Improvements-and-Street-Equipment-PDF,https://web.archive.org/web/*/https://www.copperascovetx.gov/DocumentCenter/View/1048/2017-02-Finance-Expenditures-for-Parks-Improvements-and-Street-Equipment-PDF
MEDIUM,4,Budget / Finance,2025,2017 07 Approving the Quarterly Investment Report Ending December 31 2016 PDF,review category; financial/project keyword; document/PDF,1,1,application/pdf,https://www.copperascovetx.gov/DocumentCenter/View/1053/2017-07-Approving-the-Quarterly-Investment-Report-Ending-December-31-2016-PDF,https://web.archive.org/web/20250926173442/https://www.copperascovetx.gov/DocumentCenter/View/1053/2017-07-Approving-the-Quarterly-Investment-Report-Ending-December-31-2016-PDF,https://web.archive.org/web/*/https://www.copperascovetx.gov/DocumentCenter/View/1053/2017-07-Approving-the-Quarterly-Investment-Report-Ending-December-31-2016-PDF
MEDIUM,4,Budget / Finance,2025,2017 16 Oncor Rate Case PDF,review category; financial/project keyword; document/PDF,1,1,application/pdf,https://www.copperascovetx.gov/DocumentCenter/View/1061/2017-16-Oncor-Rate-Case-PDF,https://web.archive.org/web/20250925220817/https://www.copperascovetx.gov/DocumentCenter/View/1061/2017-16-Oncor-Rate-Case-PDF,https://web.archive.org/web/*/https://www.copperascovetx.gov/DocumentCenter/View/1061/2017-16-Oncor-Rate-Case-PDF
MEDIUM,4,Budget / Finance,2025,2017 21 Atmos Rate Change PDF,review category; financial/project keyword; document/PDF,1,1,application/pdf,https://www.copperascovetx.gov/DocumentCenter/View/1066/2017-21-Atmos-Rate-Change-PDF,https://web.archive.org/web/20250925214953/https://www.copperascovetx.gov/DocumentCenter/View/1066/2017-21-Atmos-Rate-Change-PDF,https://web.archive.org/web/*/https://www.copperascovetx.gov/DocumentCenter/View/1066/2017-21-Atmos-Rate-Change-PDF
MEDIUM,4,Budget / Finance,2025,2017 24 Deny Oncor Rate Change PDF,review category; financial/project keyword; document/PDF,1,1,application/pdf,https://www.copperascovetx.gov/DocumentCenter/View/1069/2017-24-Deny-Oncor-Rate-Change-PDF,https://web.archive.org/web/20250925210150/https://www.copperascovetx.gov/DocumentCenter/View/1069/2017-24-Deny-Oncor-Rate-Change-PDF,https://web.archive.org/web/*/https://www.copperascovetx.gov/DocumentCenter/View/1069/2017-24-Deny-Oncor-Rate-Change-PDF
MEDIUM,4,Budget / Finance,2025,2017 28 Approving the Quarterly Investment Report Ending June 30 2017 PDF,review category; financial/project keyword; document/PDF,1,1,application/pdf,https://www.copperascovetx.gov/DocumentCenter/View/1073/2017-28-Approving-the-Quarterly-Investment-Report-Ending-June-30-2017-PDF,https://web.archive.org/web/20250925210247/https://www.copperascovetx.gov/DocumentCenter/View/1073/2017-28-Approving-the-Quarterly-Investment-Report-Ending-June-30-2017-PDF,https://web.archive.org/web/*/https://www.copperascovetx.gov/DocumentCenter/View/1073/2017-28-Approving-the-Quarterly-Investment-Report-Ending-June-30-2017-PDF
MEDIUM,4,Budget / Finance,2025,2017 30 Adopting Investment Policy PDF,review category; financial/project keyword; document/PDF,1,1,application/pdf,https://www.copperascovetx.gov/DocumentCenter/View/1075/2017-30-Adopting-Investment-Policy-PDF,https://web.archive.org/web/20250925213821/https://www.copperascovetx.gov/DocumentCenter/View/1075/2017-30-Adopting-Investment-Policy-PDF,https://web.archive.org/web/*/https://www.copperascovetx.gov/DocumentCenter/View/1075/2017-30-Adopting-Investment-Policy-PDF
MEDIUM,4,Budget / Finance,2025,2017 31 Ratifying Votes Adopting 2017 2018 Budget and Tax Rate PDF,review category; financial/project keyword; document/PDF,1,1,application/pdf,https://www.copperascovetx.gov/DocumentCenter/View/1076/2017-31-Ratifying-Votes-Adopting-2017-2018-Budget-and-Tax-Rate-PDF,https://web.archive.org/web/20250925223420/https://www.copperascovetx.gov/DocumentCenter/View/1076/2017-31-Ratifying-Votes-Adopting-2017-2018-Budget-and-Tax-Rate-PDF,https://web.archive.org/web/*/https://www.copperascovetx.gov/DocumentCenter/View/1076/2017-31-Ratifying-Votes-Adopting-2017-2018-Budget-and-Tax-Rate-PDF
MEDIUM,4,Budget / Finance,2025,2017 32 Approving Fiscal Year 2017 2018 EDC Budget PDF,review category; financial/project keyword; document/PDF,1,1,application/pdf,https://www.copperascovetx.gov/DocumentCenter/View/1077/2017-32-Approving-Fiscal-Year-2017-2018-EDC-Budget-PDF,https://web.archive.org/web/20250929202807/https://www.copperascovetx.gov/DocumentCenter/View/1077/2017-32-Approving-Fiscal-Year-2017-2018-EDC-Budget-PDF,https://web.archive.org/web/*/https://www.copperascovetx.gov/DocumentCenter/View/1077/2017-32-Approving-Fiscal-Year-2017-2018-EDC-Budget-PDF
MEDIUM,4,Budget / Finance,2025,2017 34 Strategic Plan for Fiscal Year 2017 2018 PDF,review category; financial/project keyword; document/PDF,1,1,application/pdf,https://www.copperascovetx.gov/DocumentCenter/View/1079/2017-34-Strategic-Plan-for-Fiscal-Year-2017-2018-PDF,https://web.archive.org/web/20250928110446/https://www.copperascovetx.gov/DocumentCenter/View/1079/2017-34-Strategic-Plan-for-Fiscal-Year-2017-2018-PDF,https://web.archive.org/web/*/https://www.copperascovetx.gov/DocumentCenter/View/1079/2017-34-Strategic-Plan-for-Fiscal-Year-2017-2018-PDF
MEDIUM,4,Budget / Finance,2025,2017 38 Approving Quarterly Investment Report Ending September 30 2017 PDF,review category; financial/project keyword; document/PDF,1,1,application/pdf,https://www.copperascovetx.gov/DocumentCenter/View/1083/2017-38-Approving-Quarterly-Investment-Report-Ending-September-30-2017-PDF,https://web.archive.org/web/20250925210632/https://www.copperascovetx.gov/DocumentCenter/View/1083/2017-38-Approving-Quarterly-Investment-Report-Ending-September-30-2017-PDF,https://web.archive.org/web/*/https://www.copperascovetx.gov/DocumentCenter/View/1083/2017-38-Approving-Quarterly-Investment-Report-Ending-September-30-2017-PDF
MEDIUM,4,Budget / Finance,2025,2018 08 Approving Quarterly Investment Report Ending December 31 2017 PDF,review category; financial/project keyword; document/PDF,1,1,application/pdf,https://www.copperascovetx.gov/DocumentCenter/View/1009/2018-08-Approving-Quarterly-Investment-Report-Ending-December-31-2017-PDF,https://web.archive.org/web/20250929043231/https://www.copperascovetx.gov/DocumentCenter/View/1009/2018-08-Approving-Quarterly-Investment-Report-Ending-December-31-2017-PDF,https://web.archive.org/web/*/https://www.copperascovetx.gov/DocumentCenter/View/1009/2018-08-Approving-Quarterly-Investment-Report-Ending-December-31-2017-PDF
MEDIUM,4,Budget / Finance,2025,2018 15 FY2017 18 EDC Budget Amendment PDF,review category; financial/project keyword; document/PDF,1,1,application/pdf,https://www.copperascovetx.gov/DocumentCenter/View/1016/2018-15-FY2017-18-EDC-Budget-Amendment-PDF,https://web.archive.org/web/20250927192028/https://www.copperascovetx.gov/DocumentCenter/View/1016/2018-15-FY2017-18-EDC-Budget-Amendment-PDF,https://web.archive.org/web/*/https://www.copperascovetx.gov/DocumentCenter/View/1016/2018-15-FY2017-18-EDC-Budget-Amendment-PDF
MEDIUM,4,Budget / Finance,2025,2018 17 Reduction in Rates ATMOS and APT PDF,review category; financial/project keyword; document/PDF,1,1,application/pdf,https://www.copperascovetx.gov/DocumentCenter/View/1018/2018-17-Reduction-in-Rates-ATMOS-and-APT-PDF,https://web.archive.org/web/20250929221735/https://www.copperascovetx.gov/DocumentCenter/View/1018/2018-17-Reduction-in-Rates-ATMOS-and-APT-PDF,https://web.archive.org/web/*/https://www.copperascovetx.gov/DocumentCenter/View/1018/2018-17-Reduction-in-Rates-ATMOS-and-APT-PDF
MEDIUM,4,Budget / Finance,2025,2018 22 Investment Report March 31 2018 PDF,review category; financial/project keyword; document/PDF,1,1,application/pdf,https://www.copperascovetx.gov/DocumentCenter/View/1022/2018-22-Investment-Report-March-31-2018-PDF,https://web.archive.org/web/20250925210308/https://www.copperascovetx.gov/DocumentCenter/View/1022/2018-22-Investment-Report-March-31-2018-PDF,https://web.archive.org/web/*/https://www.copperascovetx.gov/DocumentCenter/View/1022/2018-22-Investment-Report-March-31-2018-PDF
